"Step","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'current_vs_next', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': True, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': True, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MIN","buffer: {'buffer_size': 100000, 'batch_size': 256, 'scratch_dir': None, 'prioritized_replay': False, 'alpha': 0.6, 'beta': 0.4, 'mico_priority': {'enable_mico': False, 'priority_type': 'all_vs_all', 'priority_weight': 1.0, 'normalize_priorities': False}} - train/episode_reward__MAX"
"51456","-50.87666664123535","-128","15.416666984558105","1.9730445384979247","-30","15.692307472229004","8.908204650878906","-17.75","15.824999809265137","-28.527777671813965","-53","15.111111640930176","8.602331286668777","-0.3333333432674408","15.743590354919434"
"51584","-48.599330350756645","-200","15.03125","8.600987148284911","-4","15.264705657958984","12.517523956298827","4.090909004211426","15.428571701049805","-50.150000381469724","-200","2.75","-1.057272720336914","-19.75","6.599999904632568"
"51712","-18.837142944335938","-78","14.633334159851074","12.70095615386963","2.222222328186035","15.692307472229004","13.371839332580567","9.230769157409668","15.399999618530273","-2.8688416481018066","-14.600000381469727","15.648649215698242","8.008228969573974","-1.5","15.473684310913086"
"51840","14.53516419728597","13.5","15.621622085571289","13.557815265655517","5.599999904632568","15.904762268066406","15.074376487731934","13.880000114440918","16","-98.85714280605316","-200","2.2857143878936768","14.10945110321045","10.714285850524902","16.666667938232422"
"51968","-79.16774768829346","-200","15.594594955444336","10.977361297607422","-6.857143402099609","15.6578950881958","7.576327896118164","-11.333333969116211","15.850000381469727","-47.073718547821045","-91.5","3.538461685180664","3.330555737018585","-1.625","12.90000057220459"
"52096","-51.49708919525146","-200","15.578947067260742","-1.2905158996582031","-61","15.615385055541992","9.599181920289993","-0.3333333432674408","15.371428489685059","-56.72023797035217","-200","12.785715103149414","3.7516340255737304","-19","12.44444465637207"
"52224","-9.450980504353842","-26.5","15.147058486938477","2.135684013366699","-36.5","15.472222328186035","9.024429082870483","-6.625","15.285714149475098","-123.4","-200","-8.25","5.812184413274129","1.6666667461395264","13.40625"
"52352","-94.15641021728516","-200","15.717948913574219","-27.503232383728026","-200","15.794872283935547","8.193557500839233","-14.428571701049805","15.77500057220459","-107.5","-200","-15","-11.463889122009277","-55.66666793823242","15.472222328186035"
"52480","-81.109375","-200","15.0625","6.937278747558594","-26","15.578947067260742","3.877627372741699","-16.285715103149414","14.9375","-71.98958396911621","-200","-18.625","-2.568939447402954","-22.200000762939453","15.090909957885742"
"52608","-19.069999980926514","-55","15.850000381469727","9.54957218170166","-14.75","16.130435943603516","13.623420524597169","11.70588207244873","15.235294342041016","-42.12048864364624","-200","9.736842155456543","9.133566570281982","4.583333492279053","15.743590354919434"
"52736","-9.921428442001343","-40","15.314286231994629","14.26598310470581","10.5","15.578947067260742","13.318889236450195","8.5","15.5","-22.555555661519367","-51.5","15.333333015441895","8.376190757751464","-15.333333969116211","15.90000057220459"
"52864","-121.79393920898437","-200","15.030303955078125","-17.565831184387207","-101.5","15.342857360839844","14.260837316513062","11.714285850524902","15.399999618530273","-133","-200","1","7.352832221984864","-15.142857551574707","15.473684310913086"
"52992","-18.673611164093018","-53","15.55555534362793","-55.50378751754761","-200","15.15151596069336","14.902920913696288","13.30434799194336","15.615385055541992","-92.58333333333333","-200","-29.75","4.043557286262512","-9.571429252624512","15.314286231994629"
"53120","-63.145115077495575","-200","14.586206436157227","-46.16214179992676","-159","15.20588207244873","14.014813804626465","10.666666984558105","15.472222328186035","-110.32000007629395","-200","-18.600000381469727","-53.1328125","-200","14.96875"
"53248","-32.73146843910217","-76","15.615385055541992","-114","-200","15.382352828979492","15.322309970855713","14.90322494506836","15.743590354919434","-96.24848518371581","-200","13.090909957885742","-56.861905097961426","-200","15.5"
"53376","-2.142857074737549","-12","15.428571701049805","-92.34354567527771","-200","15.361111640930176","-6.188362121582031","-68","15.5","-15.447916626930237","-60","9.541666984558105","-0.8857142329216003","-28","15.45714282989502"
"53504","-64.58977432250977","-200","15.314286231994629","-44.2848482131958","-200","15.800000190734863","-27.89654121398926","-200","15.631579399108887","-64.20000019073487","-200","6.6666669845581055","-48.960134983062744","-147","15.459460258483887"
"53632","-46.634992361068726","-200","15.314286231994629","-47.67863292694092","-200","15.717948913574219","8.39619059562683","-5.5","15.513513565063477","-51.43333358764649","-79.5","-18.666667938232422","-93.90810794830323","-200","15.459460258483887"
"53760","-56.35185178120931","-200","15.5","-46.79970226287842","-200","15.428571701049805","14.062299966812134","10.214285850524902","15.54054069519043","-78.33333333333333","-200","14","-2.7113136291503905","-56","15.594594955444336"
"53888","-58.28328990936279","-200","15.371428489685059","10.406879931688309","-1.8000000715255737","15.54054069519043","11.954453814029694","-0.785714328289032","15.382352828979492","-64.24242408275605","-200","15.15151596069336","-13.101270294189453","-56.66666793823242","15.904762268066406"
"54016","-59.63304090499878","-200","15.578947067260742","-28.183572196960448","-200","15.6578950881958","13.757427787780761","7.800000190734863","15.459460258483887","-88.45333309173584","-200","14.7333345413208","9.0543794631958","-5","15.878047943115234"
"54144","-71.28571426868439","-200","14","-27.724367332458495","-200","15.666666984558105","15.28744945526123","15.058823585510254","15.513513565063477","-42.68181800842285","-101","15.090909957885742","8.820256614685059","-9.800000190734863","15.717948913574219"
"54272","-65.10952377319336","-200","14.285715103149414","12.658259296417237","7.333333492279053","15.15151596069336","14.714516830444335","13.434782981872559","15.371428489685059","-23.33669376373291","-93","14.90322494506836","12.108823585510255","4.75","15.29411792755127"
"54400","-30.087719281514484","-53","15.736842155456543","14.98958969116211","12.40000057220459","15.952381134033203","15.396781730651856","15.181818962097168","15.594594955444336","-51.2","-158","-6","13.666963958740235","8.699999809265137","15.743590354919434"
"54528","-121.1529411315918","-200","15.235294342041016","13.042789554595947","2.8333334922790527","15.976190567016602","15.73105697631836","15.54054069519043","16","-133.9","-200","-87","2.5858859062194823","-34.75","15.77500057220459"
"54656","-51.77845573425293","-200","15.024389266967773","2.2331904411315917","-43","15.902438163757324","15.520163345336915","15.264705657958984","15.824999809265137","-59.25","-160","11","9.998034596443176","-1.8333333730697632","15.594594955444336"
"54784","-14.573198080062866","-65","15.666666984558105","8.18724546432495","-10","15.692307472229004","14.411027336120606","10.333333969116211","15.55555534362793","-59.23333339691162","-104","-8.666666984558105","11.939208793640137","-2.5","15.95348834991455"
"54912","-107.8789472579956","-200","13.105263710021973","-20.101587319374083","-148","15.55555534362793","11.649224948883056","-2.857142925262451","15.44444465637207","-111","-111","-111","-3.418218898773193","-67.5","15.44444465637207"
"55040","-40.90032339096069","-128","14.8125","15.527642011642456","15.285714149475098","15.800000190734863","8.554917526245116","-18.666667938232422","15.717948913574219","-83.3125","-200","-21.5","0.5167018890380859","-22","15.710526466369629"
"55168","-33.718749809265134","-156","14.90625","3.0551162719726563","-46","15.769230842590332","14.233245086669921","9.600000381469727","15.486486434936523","-70.92567563056946","-200","14.297297477722168","-7.952791690826416","-89","15.486486434936523"
"55296","-19.230360412597655","-108","15.235294342041016","9.06648120880127","-16","15.621622085571289","14.956088256835937","13.425000190734863","15.853657722473145","-66.66911768913269","-200","15.323529243469238","12.558730220794677","4.888888835906982","15.952381134033203"
"55424","-28.275735282897948","-200","15.29411792755127","15.726332902908325","15.527777671813965","15.976743698120117","15.05251350402832","14.766667366027832","15.824999809265137","-156.8769229888916","-200","15.615385055541992","10.62238368988037","-7.5","15.285714149475098"
"55552","3.988682582974434","-13.875","15.729729652404785","-12.340728187561036","-123","15.621622085571289","15.14774169921875","14.90000057220459","15.54285717010498","-61.51294116973877","-134","15.235294342041016","1.9326206207275392","-51.5","15.323529243469238"
"55680","-32.533918142318726","-200","15.552631378173828","14.915841102600098","12.199999809265137","15.880952835083008","15.13001766204834","14.633334159851074","15.64102554321289","-20.810810724894207","-53","15.567567825317383","9.028918266296387","-4.599999904632568","15.526315689086914"
"55808","-53.76705894470215","-200","15.5","0.8791923522949219","-57","15.800000190734863","15.338310241699219","15.09375","15.77500057220459","-102.07894725799561","-200","15.605263710021973","2.359174346923828","-49.66666793823242","15.717948913574219"
"55936","-24.852205991744995","-112","15.25","15.08999195098877","14.411765098571777","15.5","15.513386535644532","15.38888931274414","15.692307472229004","-73.21621608734131","-162","15.567567825317383","3.303631591796875","-45.5","15.631579399108887"
"56064","-38.071842956542966","-200","15.285714149475098","15.488688659667968","15","15.902438163757324","15.292784690856934","14.833333969116211","15.800000190734863","-70.36363773345947","-133","15.181818962097168","14.448059463500977","12.38888931274414","15.55555534362793"
"56192","-32.33021612167359","-200","15.15151596069336","15.589531707763673","15.285714149475098","15.84615421295166","15.322956466674805","14.96875","15.513513565063477","-81.81071424484253","-200","15.257143020629883","14.361104774475098","9.625","15.878047943115234"
"56320","13.237815856933594","7.94444465637207","15.824999809265137","15.345866775512695","15.030303955078125","15.692307472229004","15.394558143615722","15.060606956481934","15.631579399108887","-105.68333315849304","-200","14.766667366027832","11.075766372680665","-2","15.176470756530762"
"56448","-17.9132581114769","-127.5","15.578947067260742","12.456428015232087","0.5714285969734192","15.605263710021973","14.181655311584473","9.230769157409668","15.717948913574219","-26.6601459980011","-69.5","15.54054069519043","-17.32230415344238","-148","15.594594955444336"
"56576","13.176379203796387","9.230769157409668","15.692307472229004","15.41555576324463","15.371428489685059","15.44444465637207","-6.551884651184082","-93","15.323529243469238","-0.9333338737487793","-17.666667938232422","15.800000190734863","-1.0928573608398438","-16.666667938232422","15.416666984558105"
"56704","-19.57006492614746","-89.5","15.605263710021973","15.209033966064453","14.774192810058594","15.717948913574219","12.64312424659729","2.2857143878936768","15.567567825317383","-56.82125000953674","-113","15.09375","13.456718254089356","9.571429252624512","15.54054069519043"
"56832","14.05833371480306","12.75","14.80000114440918","13.498701286315917","6","15.578947067260742","0.41252613067626953","-58.5","15.38888931274414","-55.69444433848063","-91.5","15.416666984558105","13.033149719238281","3.307692527770996","16.11627960205078"
"56960","0.6171300888061524","-21.33333396911621","15.12121295928955","-5.3297021865844725","-88.5","15.77500057220459","14.79045753479004","14.039999961853027","15.371428489685059","-84.77894725799561","-164","15.605263710021973","-10.136429595947266","-112","15.54054069519043"
"57088","1.7429433822631837","-16.5","15.09375","15.43143892288208","15.29411792755127","15.567567825317383","14.387522315979004","10.5","15.459460258483887","-66.98928236961365","-200","15.594594955444336","13.386956691741943","5.900000095367432","15.486486434936523"
"57216","-3.6552379608154295","-43","15.800000190734863","-1.8826826095581055","-71.66667175292969","15.829267501831055","11.195074558258057","-5.666666507720947","15.631579399108887","-66.32675445079803","-200","15.526315689086914","14.683085632324218","11.0625","15.75"
"57344","12.130303144454956","3","15.399999618530273","15.394472599029541","15.15151596069336","15.769230842590332","12.74349594116211","2.5","15.514286041259766","-92.36559168497722","-200","14.90322494506836","14.211078643798828","9.785715103149414","15.769230842590332"
"57472","-8.37580223083496","-98","15.314286231994629","-3.918336868286133","-80.5","15.416666984558105","13.027506828308105","4","15.399999618530273","-76.92368412017822","-200","15.631579399108887","13.24368495941162","5","15.804877281188965"
"57600","-32.41619002819061","-200","13.80000114440918","15.4220871925354","15.125","15.769230842590332","15.084791564941407","13.090909957885742","15.853657722473145","-63.93888907432556","-200","15.416666984558105","15.118138694763184","13.5","15.928571701049805"
"57728","-6.118347406387329","-32","12.7619047164917","-27.670236587524414","-200","15.666666984558105","15.134037208557128","14.870966911315918","15.648649215698242","-17.616161346435547","-50","15.15151596069336","5.6121213912963865","-33","15.399999618530273"
"57856","-34.585348224639894","-200","17","9.678237533569336","-14.25","15.880952835083008","14.727768707275391","12.40000057220459","15.631579399108887","-86.7377781867981","-200","15.44444465637207","9.238717842102051","-16.666667938232422","16"
"57984","-52.382758712768556","-102","14.586206436157227","15.222270727157593","14.838708877563477","15.472222328186035","11.822324895858765","-2.555555582046509","15.5","-70.5972972869873","-200","15.513513565063477","3.1273075103759767","-47","15.878047943115234"
"58112","6.763636350631714","-16","15.333333015441895","-15.711874389648438","-138","15.594594955444336","14.014309883117676","8.9375","15.513513565063477","-0.96875","-17","15.0625","13.684845733642579","7.25","15.578947067260742"
"58240","-16.614183616638183","-91","15.736842155456543","8.725787734985351","-15","15.605263710021973","14.798750114440917","12.699999809265137","15.850000381469727","-81.098095703125","-200","15.342857360839844","13.68126859664917","7.000000476837158","15.54054069519043"
"58368","-15.833768844604492","-134","15.074073791503906","-7.314158630371094","-98","15.743590354919434","15.083124732971191","14.620689392089844","15.5","-43.727272510528564","-125","15.090909957885742","-3.38308048248291","-76","15.416666984558105"
"58496","14.17939567565918","12.600000381469727","15.399999618530273","12.840592384338379","3.625","15.684210777282715","15.21407642364502","14.90322494506836","15.710526466369629","-34.04285717010498","-94","15.371428489685059","12.951035976409912","7.363636493682861","15.6578950881958"
"58624","-27.639007568359375","-200","15.615385055541992","15.125219345092773","13.794872283935547","15.743590354919434","14.060923385620118","10.35714340209961","15.12121295928955","-53.41960830688477","-120.5","15.235294342041016","13.581930923461915","10.600000381469727","15.594594955444336"
"58752","-30.56123104095459","-200","15.621622085571289","15.484666061401366","15.228571891784668","15.95348834991455","11.637932872772216","-4.333333492279053","15.710526466369629","-81.39705896377563","-178","15.20588207244873","12.489040184020997","3","16.113636016845703"
"58880","14.60727858543396","13.791666984558105","15.030303955078125","14.973978805541993","14.7333345413208","15.264705657958984","15.36872386932373","14.90322494506836","15.6875","-130.14583325386047","-200","15.416666984558105","12.009232068061829","-1.3333333730697632","15.666666984558105"
"59008","-28.660753440856933","-200","15.371428489685059","15.450745010375977","14.774192810058594","15.736842155456543","9.790418243408203","-11.833333969116211","15.567567825317383","-66.0470588684082","-138","15.264705657958984","-25.1291654586792","-161","15.769230842590332"
"59136","-28.687140274047852","-200","15.800000190734863","15.410656547546386","15.228571891784668","15.567567825317383","15.27386417388916","14.96875","15.432433128356934","-53.125","-98","15","14.204087972640991","10.35714340209961","15.666666984558105"
"59264","3.0865556716918947","-45","15.928571701049805","-3.470714235305786","-40","15.875","15.68555850982666","15.235294342041016","16.136363983154297","-49.781532764434814","-83.66667175292969","15.54054069519043","-0.6031347274780273","-56.66666793823242","15.926828384399414"
"59392","3.344003105163574","-40","15.432433128356934","-0.7992276191711426","-40","15.432433128356934","15.286188316345214","15.12121295928955","15.666666984558105","-17.689103722572327","-43.333335876464844","15.743590354919434","-9.162878608703613","-106","15.875"
"59520","-33.46827840805054","-174","15.621622085571289","-46.86975650787353","-200","15.975608825683594","15.624258422851563","15.15151596069336","16.06818199157715","-87.29824542999268","-200","15.605263710021973","-28.532522201538086","-200","15.75"
"59648","-2.255555438995361","-27","15.38888931274414","6.764996767044067","-15.5","15.526315689086914","15.163424873352051","14.774192810058594","15.472222328186035","-23.68926296234131","-69","15.594594955444336","8.241929054260254","2.769230842590332","15.416666984558105"
"59776","15.030403137207031","14.342857360839844","15.717948913574219","-38.37306499481201","-200","15.6578950881958","15.438315963745117","14.90322494506836","15.875","15.195723533630371","14.8125","15.578947067260742","-40.977375507354736","-200","15.717948913574219"
"59904","-92.53999996185303","-162","15.800000190734863","-39.80825824737549","-153","15.486486434936523","15.32558708190918","14.90625","15.675000190734863","-104.97738895416259","-200","15.15151596069336","-38.291666746139526","-161","15.666666984558105"
"60032","-53.18290042877197","-200","15.12121295928955","-58.30181770324707","-200","15.666666984558105","15.327012634277343","14.967741012573242","15.926828384399414","-6.176638603210449","-49.66666793823242","15.692307472229004","-49.97666645050049","-200","15.850000381469727"
"60160","7.999999602635701","-2.200000047683716","15.999999046325684","-9.00537896156311","-83","15.743590354919434","15.202702903747559","14.700000762939453","15.514286041259766","-10.823578453063964","-54.25","15.352941513061523","-62.779650115966795","-200","15.513513565063477"
"60288","-19.884235191345216","-65.66667175292969","15.333333015441895","-12.629953813552856","-108.5","15.75","15.511677169799805","15.277777671813965","15.794872283935547","-7.471153736114502","-36","15.615385055541992","-3.737938404083252","-62","15.75"
"60416","-16.600665283203124","-112","15.951218605041504","10.601341247558594","-4","15.769230842590332","15.382562446594239","15.176470756530762","15.631579399108887","-73.6055555343628","-200","15.472222328186035","5.747805595397949","-28.600000381469727","15.926828384399414"
"60544","2.197208786010742","-50.5","16.5","-38.94358100891113","-200","15.594594955444336","14.845442771911621","14.19230842590332","15.212121963500977","-76.45977020263672","-200","14.620689392089844","14.694196224212646","13.272727966308594","15.411765098571777"
"60672","-24.13699197769165","-111","15.731706619262695","-29.630242443084718","-200","15.756096839904785","15.458109283447266","15.314286231994629","15.64102554321289","-7.972596079111099","-37","15.725000381469727","7.473192882537842","-13.5","15.707316398620605"
"60800","-13.44704990386963","-62","15.829267501831055","15.501493453979492","15.20588207244873","15.824999809265137","15.38654727935791","15.0625","15.75","-49.773684120178224","-200","15.631579399108887","-11.905709075927735","-101","15.952381134033203"
"60928","2.784831428527832","-14.666666984558105","16.023256301879883","-29.475211906433106","-200","15.666666984558105","15.660185241699219","15.54054069519043","15.850000381469727","-18.93000011444092","-66","15.5","5.5201801538467405","-9.5","15.583333015441895"
"61056","14.097340901692709","13.074073791503906","15.717948913574219","15.643810590108236","15.342857360839844","15.878047943115234","15.579348945617676","15.459460258483887","15.743590354919434","15.29411792755127","15.29411792755127","15.29411792755127","-56.3108107248942","-200","15.567567825317383"
"61184","-27.6006591796875","-91.5","15.342857360839844","-13.388949966430664","-93","15.75","15.397456932067872","14.96875","16","-126.16000003814698","-200","15.699999809265137","-7.858119964599609","-73","15.342857360839844"
"61312","-32.789999628067015","-200","15.472222328186035","-10.91567325592041","-117","15.743590354919434","15.497662353515626","15.176470756530762","15.952381134033203","-37.01363620758057","-105","15.181818962097168","1.2155826210975647","-40.25","15.976743698120117"
"61440","0.8738040924072266","-42","15.513513565063477","4.699699401855469","-38.5","15.684210777282715","15.632933616638184","15.235294342041016","16.06818199157715","-34.94843292236328","-140","15.794872283935547","0.10522537231445313","-34","15.666666984558105"
"61568","-7.6843572616577145","-94.5","15.125","14.955766916275024","14.741934776306152","15.242424964904785","15.035041236877442","14.620689392089844","15.594594955444336","-45.17878761291504","-200","15.212121963500977","5.164968729019165","-26","15.692307472229004"
"61696","12.67117805480957","3","15.725000381469727","-6.220760726928711","-93.5","15.85714340209961","15.13828773498535","14.7333345413208","15.513513565063477","7.006666755676269","-6.800000190734863","15.75","2.248447799682617","-31","15.605263710021973"
"61824","-8.853535079956055","-105","15.44444465637207","15.473340272903442","15.264705657958984","15.684210777282715","15.28010139465332","14.838708877563477","15.472222328186035","-46.21212100982666","-109","15.15151596069336","7.738793182373047","-21.33333396911621","15.743590354919434"
"61952","-4.890475654602051","-71","15.15151596069336","0.06678581237792969","-60.5","15.44444465637207","15.36033935546875","15.15151596069336","15.567567825317383","-106.33128185272217","-200","15.743590354919434","-11.484920883178711","-81","15.527777671813965"
"62080","4.231871509552002","-29.5","15.631579399108887","10.90644702911377","-7","15.717948913574219","15.408819389343261","15.12121295928955","15.743590354919434","-27.222426414489746","-97","15.235294342041016","10.25572943687439","-4","15.416666984558105"
"62208","-19.478935718536377","-123","16","10.579636192321777","-8.5","15.416666984558105","15.477681541442871","14.9375","15.77500057220459","-54.78749990463257","-124","15.725000381469727","-3.920129585266113","-33.25","15.285714149475098"
"62336","-2.885480499267578","-35.333335876464844","15.314286231994629","14.69739589691162","12.25","15.829267501831055","15.274756240844727","14.766667366027832","15.717948913574219","-61.0470588684082","-200","15.264705657958984","-4.139451742172241","-63","15.594594955444336"
"62464","-12.69318151473999","-90","16.5","15.309841537475586","15.060606956481934","15.44444465637207","15.203453254699706","15","15.743590354919434","-49.697058868408206","-108","15.264705657958984","9.76718008518219","-6.083333492279053","15.631579399108887"
"62592","0.010230779647827148","-16.71428680419922","15.717948913574219","15.719294548034668","15.513513565063477","16.177778244018555","15.523163032531738","15.416666984558105","15.631579399108887","9.582446956634522","5","15.717948913574219","10.850588607788087","-6.6666669845581055","16.06818199157715"
"62720","-1.1592540740966797","-43","15.951218605041504","15.41424789428711","14.464286804199219","15.878047943115234","15.544175148010254","15.29411792755127","15.853657722473145","1.451219081878662","-13","15.902438163757324","2.9885568618774414","-27.5","15.486486434936523"
"62848","-16.416042804718018","-122","15.272727966308594","15.285273551940918","14.7333345413208","15.64102554321289","15.384936141967774","14.724138259887695","15.925000190734863","-78.77777767181396","-200","15.38888931274414","-30.90218234062195","-164","15.63888931274414"
"62976","-27.902727127075195","-200","15.909090995788574","15.425511932373047","14.96875","15.902438163757324","14.982625770568848","12","15.804877281188965","-24.550588417053223","-114","15.20588207244873","-0.7326583862304688","-48","15.631579399108887"
"63104","9.672875785827637","-7","15.30555534362793","15.08878116607666","14.80000114440918","15.371428489685059","11.616339921951294","-2.6666667461395264","15.44444465637207","-15.513306617736816","-124","16.75","-1.7065255403518678","-31","15.235294342041016"
"63232","-0.4860060691833496","-53.5","15.605263710021973","15.363732528686523","14.870966911315918","16.023256301879883","6.971040725708008","-27","15.692307472229004","-46.30877208709717","-200","15.789473533630371","2.070891571044922","-20.75","15.352941513061523"
"63360","-13.077911758422852","-123","15.212121963500977","15.121642684936523","14.7333345413208","15.666666984558105","9.588521194458007","-11.428571701049805","15.181818962097168","-15.77555570602417","-56","15.30555534362793","0.3571357727050781","-24.75","15.333333015441895"
"63488","14.42958116531372","11.125","15.717948913574219","15.294426536560058","14.96875","15.631579399108887","15.38638973236084","15.128205299377441","15.684210777282715","-10.247089703877768","-59","15.314286231994629","-21.535064935684204","-77","15.314286231994629"
"63616","-3.6208335876464846","-77.33333587646484","15.77500057220459","15.166619300842285","14.90322494506836","15.371428489685059","15.577646064758301","15.416666984558105","15.756096839904785","-24.82963447570801","-92","15.264705657958984","-27.554476261138916","-84","15.594594955444336"
"63744","15.213225682576498","14.19230842590332","15.736842155456543","15.38117733001709","14.875","15.710526466369629","15.296523666381836","14.90322494506836","15.951218605041504","-42.288596391677856","-200","15.578947067260742","-4.055411088466644","-53","15.15151596069336"
"63872","-7.054377937316895","-54","15.257143020629883","15.51724853515625","15.272727966308594","15.800000190734863","15.527952003479005","15.15151596069336","15.878047943115234","-26.122222328186034","-91","15","-26.9660325050354","-93","16.2608699798584"
"64000","-0.6641207039356232","-34.333335876464844","15.727272987365723","14.555146217346191","11.090909004211426","15.90000057220459","15.397989845275879","14.9354829788208","15.725000381469727","-11.415966272354126","-64","15.264705657958984","-37.20375003814697","-128","15.199999809265137"
"64128","-1.9865445137023925","-43.60000228881836","15.323529243469238","13.53683786392212","5.92307710647583","15.800000190734863","15.434047317504882","15.181818962097168","15.621622085571289","-47.43666648864746","-147","15.75","-18.854431629180908","-76","15.567567825317383"
"64256","13.826257705688477","12","15.147058486938477","8.196209144592284","-18.666667938232422","15.382352828979492","14.775668525695801","14.535715103149414","15","-3.8833333969116213","-21","15","-15.882175827026368","-93.5","14.96875"
"64384","-21.704692077636718","-165","16.023256301879883","2.683717727661133","-49","15.878047943115234","15.507640266418457","14.870966911315918","15.731706619262695","-6.968571281433105","-53","15.371428489685059","6.192640686035157","-19","16.0238094329834"
"64512","6.865442085266113","-25.25","16.023256301879883","11.411787414550782","-5.625","15.850000381469727","15.79471263885498","15.486486434936523","16.155555725097656","-60.27001438140869","-200","15.235294342041016","-18.9921875","-73.5","15.03125"
"64640","8.82743867635727","-2.75","15.692307472229004","14.068157958984376","7.75","15.77500057220459","15.6746000289917","15.44444465637207","15.952381134033203","-24.94083728790283","-81","15.951218605041504","-12.703650665283202","-49.5","15.342857360839844"
"64768","-30.076669931411743","-200","16.30434799194336","15.474091529846191","14.880000114440918","15.84615421295166","15.295671653747558","15.030303955078125","15.743590354919434","-40.03999996185303","-105","15.371428489685059","-36.9202018737793","-200","15.361111640930176"
"64896","0.6611111640930176","-44","15.55555534362793","0.5922021865844727","-58.5","15.684210777282715","9.151308631896972","-13","15.621622085571289","-18.083333333333332","-74","13.5","-23.685225105285646","-148","15.54054069519043"
"65024","12.908822417259216","4.888888835906982","15.692307472229004","12.636980056762695","1","15.880952835083008","-0.5975957870483398","-64","15.54054069519043","-88.59189186096191","-200","15.54054069519043","-63.93422946929932","-200","15.361111640930176"
